MODE: iddfs

START STATE: 
0, 0, 0
99, 96, 1

GOAL STATE: 
99, 96, 1
0, 0, 0

MAX DEPTH: 9223372036854775807

VIABLE PATH FOUND

PATH: 
0, 41, 1
99, 55, 0

0, 40, 0
99, 56, 1

0, 42, 1
99, 54, 0

0, 41, 0
99, 55, 1

0, 43, 1
99, 53, 0

0, 42, 0
99, 54, 1

0, 44, 1
99, 52, 0

0, 43, 0
99, 53, 1

0, 45, 1
99, 51, 0

0, 44, 0
99, 52, 1

0, 46, 1
99, 50, 0

0, 45, 0
99, 51, 1

0, 47, 1
99, 49, 0

0, 46, 0
99, 50, 1

0, 48, 1
99, 48, 0

0, 47, 0
99, 49, 1

0, 49, 1
99, 47, 0

0, 48, 0
99, 48, 1

0, 50, 1
99, 46, 0

0, 49, 0
99, 47, 1

0, 51, 1
99, 45, 0

0, 50, 0
99, 46, 1

0, 52, 1
99, 44, 0

0, 51, 0
99, 45, 1

0, 53, 1
99, 43, 0

0, 52, 0
99, 44, 1

0, 54, 1
99, 42, 0

0, 53, 0
99, 43, 1

0, 55, 1
99, 41, 0

0, 54, 0
99, 42, 1

0, 56, 1
99, 40, 0

0, 55, 0
99, 41, 1

0, 57, 1
99, 39, 0

0, 56, 0
99, 40, 1

0, 58, 1
99, 38, 0

0, 57, 0
99, 39, 1

0, 59, 1
99, 37, 0

0, 58, 0
99, 38, 1

0, 60, 1
99, 36, 0

0, 59, 0
99, 37, 1

0, 61, 1
99, 35, 0

0, 60, 0
99, 36, 1

0, 62, 1
99, 34, 0

0, 61, 0
99, 35, 1

0, 63, 1
99, 33, 0

0, 62, 0
99, 34, 1

0, 64, 1
99, 32, 0

0, 63, 0
99, 33, 1

0, 65, 1
99, 31, 0

0, 64, 0
99, 32, 1

0, 66, 1
99, 30, 0

0, 65, 0
99, 31, 1

0, 67, 1
99, 29, 0

0, 66, 0
99, 30, 1

0, 68, 1
99, 28, 0

0, 67, 0
99, 29, 1

0, 69, 1
99, 27, 0

0, 68, 0
99, 28, 1

0, 70, 1
99, 26, 0

0, 69, 0
99, 27, 1

0, 71, 1
99, 25, 0

0, 70, 0
99, 26, 1

0, 72, 1
99, 24, 0

0, 71, 0
99, 25, 1

0, 73, 1
99, 23, 0

0, 72, 0
99, 24, 1

0, 74, 1
99, 22, 0

0, 73, 0
99, 23, 1

0, 75, 1
99, 21, 0

0, 74, 0
99, 22, 1

0, 76, 1
99, 20, 0

0, 75, 0
99, 21, 1

0, 77, 1
99, 19, 0

0, 76, 0
99, 20, 1

0, 78, 1
99, 18, 0

0, 77, 0
99, 19, 1

0, 79, 1
99, 17, 0

0, 78, 0
99, 18, 1

0, 80, 1
99, 16, 0

0, 79, 0
99, 17, 1

0, 81, 1
99, 15, 0

0, 80, 0
99, 16, 1

0, 82, 1
99, 14, 0

0, 81, 0
99, 15, 1

0, 83, 1
99, 13, 0

0, 82, 0
99, 14, 1

0, 84, 1
99, 12, 0

0, 83, 0
99, 13, 1

0, 85, 1
99, 11, 0

0, 84, 0
99, 12, 1

0, 86, 1
99, 10, 0

0, 85, 0
99, 11, 1

0, 87, 1
99, 9, 0

0, 86, 0
99, 10, 1

0, 88, 1
99, 8, 0

0, 87, 0
99, 9, 1

0, 89, 1
99, 7, 0

0, 88, 0
99, 8, 1

0, 90, 1
99, 6, 0

0, 89, 0
99, 7, 1

0, 91, 1
99, 5, 0

0, 90, 0
99, 6, 1

0, 92, 1
99, 4, 0

0, 91, 0
99, 5, 1

0, 93, 1
99, 3, 0

0, 92, 0
99, 4, 1

0, 94, 1
99, 2, 0

0, 93, 0
99, 3, 1

0, 95, 1
99, 1, 0

0, 94, 0
99, 2, 1

0, 96, 1
99, 0, 0

0, 95, 0
99, 1, 1

1, 96, 1
98, 0, 0

1, 95, 0
98, 1, 1

2, 96, 1
97, 0, 0

2, 95, 0
97, 1, 1

3, 96, 1
96, 0, 0

3, 95, 0
96, 1, 1

4, 96, 1
95, 0, 0

4, 95, 0
95, 1, 1

5, 96, 1
94, 0, 0

5, 95, 0
94, 1, 1

6, 96, 1
93, 0, 0

6, 95, 0
93, 1, 1

7, 96, 1
92, 0, 0

7, 95, 0
92, 1, 1

8, 96, 1
91, 0, 0

8, 95, 0
91, 1, 1

9, 96, 1
90, 0, 0

9, 95, 0
90, 1, 1

10, 96, 1
89, 0, 0

10, 95, 0
89, 1, 1

11, 96, 1
88, 0, 0

11, 95, 0
88, 1, 1

12, 96, 1
87, 0, 0

12, 95, 0
87, 1, 1

13, 96, 1
86, 0, 0

13, 95, 0
86, 1, 1

14, 96, 1
85, 0, 0

14, 95, 0
85, 1, 1

15, 96, 1
84, 0, 0

15, 95, 0
84, 1, 1

16, 96, 1
83, 0, 0

16, 95, 0
83, 1, 1

17, 96, 1
82, 0, 0

17, 95, 0
82, 1, 1

18, 96, 1
81, 0, 0

18, 95, 0
81, 1, 1

19, 96, 1
80, 0, 0

19, 95, 0
80, 1, 1

20, 96, 1
79, 0, 0

20, 95, 0
79, 1, 1

21, 96, 1
78, 0, 0

21, 95, 0
78, 1, 1

22, 96, 1
77, 0, 0

22, 95, 0
77, 1, 1

23, 96, 1
76, 0, 0

23, 95, 0
76, 1, 1

24, 96, 1
75, 0, 0

24, 95, 0
75, 1, 1

25, 96, 1
74, 0, 0

25, 95, 0
74, 1, 1

26, 96, 1
73, 0, 0

26, 95, 0
73, 1, 1

27, 96, 1
72, 0, 0

27, 95, 0
72, 1, 1

28, 96, 1
71, 0, 0

28, 95, 0
71, 1, 1

29, 96, 1
70, 0, 0

29, 95, 0
70, 1, 1

30, 96, 1
69, 0, 0

30, 95, 0
69, 1, 1

31, 96, 1
68, 0, 0

31, 95, 0
68, 1, 1

32, 96, 1
67, 0, 0

32, 95, 0
67, 1, 1

33, 96, 1
66, 0, 0

33, 95, 0
66, 1, 1

34, 96, 1
65, 0, 0

34, 95, 0
65, 1, 1

35, 96, 1
64, 0, 0

35, 95, 0
64, 1, 1

36, 96, 1
63, 0, 0

36, 95, 0
63, 1, 1

37, 96, 1
62, 0, 0

37, 95, 0
62, 1, 1

38, 96, 1
61, 0, 0

38, 95, 0
61, 1, 1

39, 96, 1
60, 0, 0

39, 95, 0
60, 1, 1

40, 96, 1
59, 0, 0

40, 95, 0
59, 1, 1

41, 96, 1
58, 0, 0

41, 95, 0
58, 1, 1

42, 96, 1
57, 0, 0

42, 95, 0
57, 1, 1

43, 96, 1
56, 0, 0

43, 95, 0
56, 1, 1

44, 96, 1
55, 0, 0

44, 95, 0
55, 1, 1

45, 96, 1
54, 0, 0

45, 95, 0
54, 1, 1

46, 96, 1
53, 0, 0

46, 95, 0
53, 1, 1

47, 96, 1
52, 0, 0

47, 95, 0
52, 1, 1

48, 96, 1
51, 0, 0

48, 95, 0
51, 1, 1

49, 96, 1
50, 0, 0

49, 95, 0
50, 1, 1

50, 96, 1
49, 0, 0

50, 95, 0
49, 1, 1

51, 96, 1
48, 0, 0

51, 95, 0
48, 1, 1

52, 96, 1
47, 0, 0

52, 95, 0
47, 1, 1

53, 96, 1
46, 0, 0

53, 95, 0
46, 1, 1

54, 96, 1
45, 0, 0

54, 95, 0
45, 1, 1

55, 96, 1
44, 0, 0

55, 95, 0
44, 1, 1

56, 96, 1
43, 0, 0

56, 95, 0
43, 1, 1

57, 96, 1
42, 0, 0

57, 95, 0
42, 1, 1

58, 96, 1
41, 0, 0

58, 95, 0
41, 1, 1

59, 96, 1
40, 0, 0

59, 95, 0
40, 1, 1

60, 96, 1
39, 0, 0

60, 95, 0
39, 1, 1

61, 96, 1
38, 0, 0

61, 95, 0
38, 1, 1

62, 96, 1
37, 0, 0

62, 95, 0
37, 1, 1

63, 96, 1
36, 0, 0

63, 95, 0
36, 1, 1

64, 96, 1
35, 0, 0

64, 95, 0
35, 1, 1

65, 96, 1
34, 0, 0

65, 95, 0
34, 1, 1

66, 96, 1
33, 0, 0

66, 95, 0
33, 1, 1

67, 96, 1
32, 0, 0

67, 95, 0
32, 1, 1

68, 96, 1
31, 0, 0

68, 95, 0
31, 1, 1

69, 96, 1
30, 0, 0

69, 95, 0
30, 1, 1

70, 96, 1
29, 0, 0

70, 95, 0
29, 1, 1

71, 96, 1
28, 0, 0

71, 95, 0
28, 1, 1

72, 96, 1
27, 0, 0

72, 95, 0
27, 1, 1

73, 96, 1
26, 0, 0

73, 95, 0
26, 1, 1

74, 96, 1
25, 0, 0

74, 95, 0
25, 1, 1

75, 96, 1
24, 0, 0

75, 95, 0
24, 1, 1

76, 96, 1
23, 0, 0

76, 95, 0
23, 1, 1

77, 96, 1
22, 0, 0

77, 95, 0
22, 1, 1

78, 96, 1
21, 0, 0

78, 95, 0
21, 1, 1

79, 96, 1
20, 0, 0

79, 95, 0
20, 1, 1

80, 96, 1
19, 0, 0

80, 95, 0
19, 1, 1

81, 96, 1
18, 0, 0

81, 95, 0
18, 1, 1

82, 96, 1
17, 0, 0

82, 95, 0
17, 1, 1

83, 96, 1
16, 0, 0

83, 95, 0
16, 1, 1

84, 96, 1
15, 0, 0

84, 95, 0
15, 1, 1

85, 96, 1
14, 0, 0

85, 95, 0
14, 1, 1

86, 96, 1
13, 0, 0

86, 95, 0
13, 1, 1

87, 96, 1
12, 0, 0

87, 95, 0
12, 1, 1

88, 96, 1
11, 0, 0

88, 95, 0
11, 1, 1

89, 96, 1
10, 0, 0

89, 95, 0
10, 1, 1

90, 96, 1
9, 0, 0

90, 95, 0
9, 1, 1

91, 96, 1
8, 0, 0

91, 95, 0
8, 1, 1

92, 96, 1
7, 0, 0

92, 95, 0
7, 1, 1

93, 96, 1
6, 0, 0

93, 95, 0
6, 1, 1

94, 96, 1
5, 0, 0

94, 95, 0
5, 1, 1

95, 96, 1
4, 0, 0

95, 95, 0
4, 1, 1

96, 96, 1
3, 0, 0

96, 94, 0
3, 2, 1

97, 95, 1
2, 1, 0

97, 94, 0
2, 2, 1

97, 96, 1
2, 0, 0

96, 95, 0
3, 1, 1

98, 95, 1
1, 1, 0

97, 95, 0
2, 1, 1

98, 96, 1
1, 0, 0

98, 95, 0
1, 1, 1

99, 96, 1
0, 0, 0

Nodes Expanded: 1783145
